Id,Date,Time,CO2_(dinning-room),CO2_room,Relative_humidity_(dinning-room),Relative_humidity_room,Lighting_(dinning-room),Lighting_room,Meteo_Rain,Meteo_Sun_dusk,Meteo_Wind,Meteo_Sun_light_in_west_facade,Meteo_Sun_light_in_east_facade,Meteo_Sun_light_in_south_facade,Meteo_Sun_irradiance,Outdoor_relative_humidity_Sensor,Day_of_the_week,Indoor_temperature_room
1593,30/03/2012,02:00,204.725,208.757,36.876,38.536,11.524,13.4433,0.0,0.65,0.122,0.0,0.0,0.0,-3.316,40.0253,5.0,18.944
1594,30/03/2012,02:15,203.563,208.341,37.052,38.5,11.6867,13.1027,0.0,0.65,0.204667,0.0,0.0,0.0,-3.25067,40.176,5.0,18.8133
1595,30/03/2012,02:30,203.552,208.192,37.0467,38.3973,11.524,12.662,0.0,0.65,0.0573333,0.0,0.0,0.0,-3.316,40.1427,5.0,18.74
1596,30/03/2012,02:45,202.816,207.808,37.4907,38.4973,11.6053,13.5093,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,40.2333,5.0,18.632
1597,30/03/2012,03:00,202.304,207.957,37.984,38.5333,11.866,13.184,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,40.604,5.0,18.524
1598,30/03/2012,03:15,203.157,208.171,38.2573,38.6,11.6053,12.7773,0.0,0.65,0.0,0.0,0.0,0.0,-3.44667,41.6347,5.0,18.4267
1599,30/03/2012,03:30,202.901,208.64,38.2973,38.708,11.5073,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.25067,42.096,5.0,18.3153
1600,30/03/2012,03:45,203.573,208.779,38.328,38.7627,11.7033,13.3467,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,42.3627,5.0,18.182
1601,30/03/2012,04:00,204.523,209.024,38.2133,38.7853,11.4427,13.428,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,42.3013,5.0,18.0667
1602,30/03/2012,04:15,203.509,208.427,38.3373,38.8427,11.5887,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,42.2347,5.0,17.9667
1603,30/03/2012,04:30,203.957,208.48,38.2587,38.884,11.6053,13.5733,0.0,0.65,0.0,0.0,0.0,0.0,-3.316,42.2587,5.0,17.856
1604,30/03/2012,04:45,204.277,209.024,38.3227,38.912,11.6053,13.3467,0.0,0.65,0.0493333,0.0,0.0,0.0,-3.18533,42.2133,5.0,17.7247
1605,30/03/2012,05:00,203.456,208.213,38.6813,38.9613,11.7033,13.3467,0.0,0.65,0.036,0.0,0.0,0.0,-3.316,42.9467,5.0,17.59
1606,30/03/2012,05:15,204.309,208.907,38.6307,38.9667,11.524,13.3467,0.0,1.046,0.0,0.0,0.0,0.0,-3.316,43.7893,5.0,17.5087
1607,30/03/2012,05:30,205.387,209.6,38.6747,39.036,11.7513,13.672,0.0,14.7513,0.0,0.0,0.0,0.0,-3.316,44.5893,5.0,17.4167
1608,30/03/2012,05:45,206.304,210.443,38.732,39.116,11.622,13.428,0.0,283.253,0.0,0.0,0.0,0.0,-2.964,45.3013,5.0,17.3013
1609,30/03/2012,06:00,208.203,213.109,38.7,39.1493,11.524,15.0373,0.0,611.797,0.0,0.0,845.824,71.68,2.04267,45.4453,5.0,17.1773
1610,30/03/2012,06:15,208.779,213.653,38.672,39.204,16.7593,23.2427,0.0,612.139,0.036,1770.5,8141.48,2394.11,18.406,45.7867,5.0,17.0753
1611,30/03/2012,06:30,209.536,214.496,38.648,39.248,21.1487,23.44,0.0,613.419,0.0,5806.08,32219.1,7175.17,56.1973,46.24,5.0,16.9467
1612,30/03/2012,06:45,210.379,216.032,38.6013,39.236,21.328,23.44,0.0,615.168,0.0,8257.54,45312.7,11875.3,96.5787,45.9227,5.0,16.8573
1613,30/03/2012,07:00,210.592,216.0,38.396,39.2,21.0667,23.44,0.0,616.555,0.171333,9640.96,54536.9,17954.1,142.0,45.472,5.0,16.7687
1614,30/03/2012,07:15,211.029,216.053,38.252,39.1267,20.986,23.6027,0.0,617.621,0.0,10808.0,61456.4,24671.6,189.963,44.968,5.0,16.7553
1615,30/03/2012,07:30,211.104,216.331,38.16,39.0,21.084,26.2307,0.0,618.304,0.594,11767.1,67584.0,32262.8,240.309,44.08,5.0,16.7433
1616,30/03/2012,07:45,211.136,215.712,38.0093,38.86,21.3273,35.24,0.0,619.669,0.0,12843.0,72283.5,40427.5,293.525,43.616,5.0,16.7267
1617,30/03/2012,08:00,211.765,215.285,37.8307,38.6627,21.0673,44.9733,0.0,620.523,0.142667,13882.0,74214.1,47898.6,342.795,43.528,5.0,16.7367
1618,30/03/2012,08:15,212.683,214.933,37.6213,38.4547,30.068,53.0853,0.0,621.376,0.334667,14706.0,75533.0,54987.4,392.213,43.9973,5.0,16.8173
1619,30/03/2012,08:30,211.851,214.219,37.4587,38.1733,31.208,79.4507,0.0,621.76,0.936667,15616.7,76442.3,61582.0,441.856,43.8507,5.0,16.942
1620,30/03/2012,08:45,212.587,214.709,37.2947,37.9413,40.8333,84.928,0.0,622.4,0.970667,16081.6,77791.2,67999.1,489.301,43.3707,5.0,17.0927
1621,30/03/2012,09:00,211.477,214.293,37.0907,37.6667,41.4973,111.339,0.0,622.784,1.38,15495.2,80743.1,73143.6,534.379,42.6187,5.0,17.306
1622,30/03/2012,09:15,211.179,213.387,36.9453,37.384,45.8987,112.475,0.0,623.04,1.27133,14699.2,79743.7,77886.8,579.371,41.9707,5.0,17.5433
1623,30/03/2012,09:30,210.635,213.227,36.8427,37.14,51.736,113.179,0.0,623.808,0.774667,13739.3,77630.1,81988.3,616.981,41.1653,5.0,17.818
1624,30/03/2012,09:45,210.016,212.565,36.696,36.9493,51.5573,113.243,0.0,624.32,0.972667,13107.2,73310.2,86431.1,652.8,40.5707,5.0,18.1313
1625,30/03/2012,10:00,209.824,212.32,36.7307,36.8013,51.736,134.629,0.0,623.979,1.578,12705.1,65776.3,90625.4,685.568,40.3173,5.0,18.444
1626,30/03/2012,10:15,209.76,211.883,36.6827,36.6933,55.2427,142.405,0.0,623.765,1.87,11967.1,57038.2,94218.9,718.507,39.5093,5.0,18.8133
1627,30/03/2012,10:30,209.685,211.595,36.5467,36.5467,81.5813,142.56,0.0,624.533,1.9,11214.8,45256.7,95513.3,746.027,38.3933,5.0,19.174
1628,30/03/2012,10:45,209.728,211.509,36.4933,36.36,81.5627,141.904,0.0,624.789,2.07067,10749.3,33981.8,95704.4,771.797,37.228,5.0,19.5407
1629,30/03/2012,11:00,209.728,212.149,36.4453,36.2747,81.8213,142.48,0.0,623.851,1.52267,10506.9,25160.4,94797.8,785.536,36.7307,5.0,19.888
1630,30/03/2012,11:15,209.845,211.819,36.2733,36.12,81.1013,143.168,0.0,624.235,1.734,10099.7,19658.1,94180.7,808.448,36.2987,5.0,20.2947
1631,30/03/2012,11:30,210.133,211.691,36.3907,36.0627,81.1627,142.4,0.0,624.192,1.54933,9798.66,16390.8,93093.9,820.651,35.3107,5.0,20.652
1632,30/03/2012,11:45,211.019,214.272,36.3373,35.4853,81.3227,142.32,0.0,623.723,2.05733,10199.7,14368.8,92799.0,831.445,34.8067,5.0,21.0427
1633,30/03/2012,12:00,213.472,220.341,36.5293,35.56,81.5813,143.024,0.0,623.595,2.47333,11788.3,11946.0,91783.2,829.269,34.464,5.0,21.444
1634,30/03/2012,12:15,214.347,218.933,36.5667,35.6347,80.944,142.4,0.0,623.552,2.39667,14777.7,10971.8,91013.1,830.848,33.9347,5.0,21.7333
1635,30/03/2012,12:30,215.029,217.6,36.6933,35.7507,80.8613,134.555,0.0,623.424,2.146,19567.3,11007.3,89451.2,833.963,33.5413,5.0,22.0453
1636,30/03/2012,12:45,215.083,217.291,36.8813,35.784,80.9227,118.069,0.0,623.296,2.91333,26529.8,10264.2,86190.8,823.253,33.0533,5.0,22.3733
1637,30/03/2012,13:00,214.709,216.757,36.892,35.6907,81.1813,113.099,0.0,623.04,3.07667,35953.3,9519.1,82594.5,817.621,32.78,5.0,22.6507
1638,30/03/2012,13:15,214.699,217.024,37.1933,35.796,80.7627,112.411,0.0,623.04,2.11533,47398.9,9261.06,78110.7,803.243,32.0707,5.0,22.9147
1639,30/03/2012,13:30,214.581,215.68,37.3667,35.896,81.0027,112.325,0.0,622.912,2.62,60241.2,9210.88,73102.7,782.165,31.4453,5.0,23.1747
1640,30/03/2012,13:45,214.517,214.635,37.5547,35.8093,50.7307,95.088,0.0,622.4,2.534,71666.3,9017.34,68034.6,757.931,31.2787,5.0,23.436
1641,30/03/2012,14:00,213.909,214.667,37.384,35.6973,50.992,82.2453,0.0,622.4,2.69333,79167.5,8945.66,62892.7,733.269,31.312,5.0,23.6653
1642,30/03/2012,14:15,213.6,213.451,37.248,35.648,50.9093,82.5973,0.0,622.315,2.536,86537.6,8974.34,57879.2,705.92,31.1507,5.0,23.88
1643,30/03/2012,14:30,213.685,214.379,37.4507,35.6987,50.976,60.9707,0.0,621.76,2.51067,90914.8,9089.02,52513.5,675.669,31.0947,5.0,24.0613
1644,30/03/2012,14:45,213.973,213.28,37.7133,35.74,48.556,52.704,0.0,621.76,2.91533,92105.4,8967.17,46194.7,643.093,30.68,5.0,24.2493
1645,30/03/2012,15:00,213.888,213.333,37.4787,35.524,41.516,45.848,0.0,621.163,2.928,91807.7,8658.94,38805.5,599.637,29.7387,5.0,24.4027
1646,30/03/2012,15:15,211.2,212.416,35.3933,35.3293,33.372,33.176,0.0,620.821,2.43267,78607.7,7497.73,28644.7,499.2,29.508,5.0,24.5267
1647,30/03/2012,15:30,210.955,212.736,34.42,35.1667,37.0453,31.7947,0.0,620.48,2.82067,86543.0,8020.99,25706.5,519.083,29.1347,5.0,24.6293
1648,30/03/2012,15:45,211.221,213.376,34.3773,34.9653,31.1427,30.9,0.0,620.437,2.838,87550.6,8257.54,21039.1,483.051,28.108,5.0,24.7373
1649,30/03/2012,16:00,210.667,212.117,34.36,34.6653,22.2227,23.0453,0.0,620.267,3.49067,85011.1,8142.85,17444.2,436.651,26.408,5.0,24.8013
1650,30/03/2012,16:15,209.088,212.075,32.5533,34.3147,20.9387,22.7667,0.0,619.84,2.77733,78348.3,7727.1,14318.9,367.776,26.1747,5.0,24.8747
1651,30/03/2012,16:30,208.512,211.851,32.0667,33.92,20.5787,23.208,0.0,619.456,2.85467,59315.5,6336.51,10663.9,259.712,25.5173,5.0,24.912
1652,30/03/2012,16:45,207.744,211.616,31.5093,33.5707,20.742,22.668,0.0,618.816,2.146,55825.7,6042.62,9583.62,221.013,25.784,5.0,24.944
1653,30/03/2012,17:00,207.445,212.352,31.012,33.0467,20.742,23.4053,0.0,618.645,2.338,46246.6,5440.51,8135.68,172.811,25.984,5.0,24.944
1654,30/03/2012,17:15,207.861,212.832,30.832,32.752,20.822,22.7493,0.0,618.091,2.192,31618.4,4293.63,6264.83,116.283,26.4973,5.0,24.944
1655,30/03/2012,17:30,207.627,212.181,30.752,32.024,20.6607,22.732,0.0,617.408,1.36467,14384.8,2910.21,4264.96,66.2107,27.0773,5.0,24.896
1656,30/03/2012,17:45,207.787,212.117,31.0333,32.1293,20.8233,22.784,0.0,617.152,0.42,5361.66,2157.57,2924.54,36.4627,27.7587,5.0,24.88
1657,30/03/2012,18:00,207.552,211.68,31.5013,32.3027,16.7573,22.9293,0.0,616.64,0.0773333,3290.11,1361.92,1921.02,19.4607,28.26,5.0,24.8267
1658,30/03/2012,18:15,207.264,211.413,31.916,32.5027,11.2133,19.124,0.0,616.341,0.0,1361.92,0.0,508.928,4.65867,28.3813,5.0,24.7947
1659,30/03/2012,18:30,207.733,212.075,32.0867,32.836,10.74,12.9233,0.0,407.552,0.0,0.0,0.0,0.0,-3.76067,28.3707,5.0,24.724
1660,30/03/2012,18:45,208.416,212.224,32.2187,33.2187,10.7567,12.76,0.0,55.4587,0.0,0.0,0.0,0.0,-4.03467,28.4253,5.0,24.6507
1661,30/03/2012,19:00,208.821,212.277,32.436,33.3707,11.132,12.858,0.0,2.71667,0.0,0.0,0.0,0.0,-4.03467,28.9533,5.0,24.5893
1662,30/03/2012,19:15,209.408,212.843,32.5773,33.6547,11.1153,12.842,0.0,0.782,0.0,0.0,0.0,0.0,-4.034,29.0027,5.0,24.4973
1663,30/03/2012,19:30,209.504,214.336,32.648,33.8667,10.7567,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-4.1,29.2493,5.0,24.4187
1664,30/03/2012,19:45,211.317,216.928,32.636,34.0587,11.0173,13.2,0.0,0.65,0.354,0.0,0.0,0.0,-3.96933,30.6427,5.0,24.3493
1665,30/03/2012,20:00,211.488,219.488,32.6533,34.3067,11.1487,12.158,0.0,0.65,0.810667,0.0,0.0,0.0,-4.03467,31.1933,5.0,24.2613
1666,30/03/2012,20:15,212.203,220.928,32.6547,34.32,11.0173,12.6953,0.0,0.65,0.754667,0.0,0.0,0.0,-3.904,31.6333,5.0,24.1493
1667,30/03/2012,20:30,212.864,219.701,32.7973,34.348,11.034,12.9387,0.0,0.65,0.532,0.0,0.0,0.0,-3.96867,31.8773,5.0,24.0387
1668,30/03/2012,20:45,212.736,219.179,32.972,34.5013,11.132,12.858,0.0,0.65,0.894667,0.0,0.0,0.0,-4.03467,32.6133,5.0,23.9307
1669,30/03/2012,21:00,213.653,221.067,33.0373,34.6173,11.2467,13.118,0.0,0.65,0.472,0.0,0.0,0.0,-3.77333,33.2547,5.0,23.8213
1670,30/03/2012,21:15,213.824,220.789,33.244,34.7333,11.3113,12.8747,0.0,0.694,0.56,0.0,0.0,0.0,-3.77333,33.6027,5.0,23.6973
1671,30/03/2012,21:30,214.144,220.256,32.9427,34.3307,11.23,13.6227,0.0,0.65,0.0,0.0,0.0,0.0,-3.96933,33.5493,5.0,23.572
1672,30/03/2012,21:45,215.189,222.005,33.0307,34.36,11.3113,12.7773,0.0,0.65,0.0,0.0,0.0,0.0,-3.838,33.7533,5.0,23.4733
1673,30/03/2012,22:00,215.307,221.259,33.0867,34.428,11.3113,13.1187,0.0,0.65,0.0,0.0,0.0,0.0,-3.77333,33.884,5.0,23.364
1674,30/03/2012,22:15,214.891,220.885,33.42,34.4667,11.4907,12.6787,0.0,0.65,0.052,0.0,0.0,0.0,-3.96933,34.6653,5.0,23.2853
1675,30/03/2012,22:30,215.115,222.485,33.6427,34.5653,11.3447,12.8587,0.0,0.65,0.0,0.0,0.0,0.0,-4.03467,35.1987,5.0,23.1627
1676,30/03/2012,22:45,216.331,224.139,33.6507,34.7547,11.034,13.1187,0.0,0.65,0.036,0.0,0.0,0.0,-3.77333,35.556,5.0,23.056
1677,30/03/2012,23:00,215.52,222.432,33.844,34.776,11.524,13.0207,0.0,0.65,0.0493333,0.0,0.0,0.0,-3.57733,35.5667,5.0,22.9587
1678,30/03/2012,23:15,215.435,223.189,34.0933,34.8507,11.4907,13.0213,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,36.1333,5.0,22.8333
1679,30/03/2012,23:30,215.499,222.293,34.212,34.98,11.5073,12.662,0.0,0.65,0.0,0.0,0.0,0.0,-3.708,36.2187,5.0,22.748
1680,30/03/2012,23:45,214.336,220.853,34.4707,35.0707,11.524,13.2,0.0,0.694,0.0,0.0,0.0,0.0,-3.90333,36.5773,5.0,22.6173
1681,31/03/2012,00:00,214.731,220.789,34.4787,35.0907,11.5887,12.7767,0.0,0.65,0.0493333,0.0,0.0,0.0,-3.64267,36.9747,5.06667,22.5213
1682,31/03/2012,00:15,213.579,219.307,34.708,35.2133,11.4093,12.8587,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,37.408,6.0,22.38
1683,31/03/2012,00:30,213.355,219.883,34.7627,35.296,11.1653,13.0207,0.0,0.65,0.0,0.0,0.0,0.0,-3.708,37.544,6.0,22.2907
1684,31/03/2012,00:45,213.248,219.413,35.004,35.2933,11.2947,12.94,0.0,0.65,0.228667,0.0,0.0,0.0,-3.64267,37.8173,6.0,22.1493
1685,31/03/2012,01:00,212.597,218.048,34.8707,35.3907,11.5073,13.1667,0.0,0.65,0.07,0.0,0.0,0.0,-3.708,37.82,6.0,22.056
1686,31/03/2012,01:15,212.139,218.112,35.1493,35.42,11.2467,13.0213,0.0,0.65,0.250667,0.0,0.0,0.0,-3.64267,38.2147,6.0,21.9253
1687,31/03/2012,01:30,211.979,217.525,35.0653,35.504,11.524,12.858,0.0,0.65,0.293333,0.0,0.0,0.0,-3.57733,38.6,6.0,21.7973
1688,31/03/2012,01:45,210.955,216.619,35.244,35.576,11.524,13.0213,0.0,0.65,0.261333,0.0,0.0,0.0,-3.904,39.2067,6.0,21.6453
1689,31/03/2012,02:00,210.475,216.619,35.204,35.6107,11.426,13.0373,0.0,0.65,0.485333,0.0,0.0,0.0,-3.38133,39.3587,6.0,21.5373
1690,31/03/2012,02:15,209.952,216.064,35.052,35.6373,11.7847,13.1187,0.0,0.65,0.315333,0.0,0.0,0.0,-3.57733,39.3947,6.0,21.3987
1691,31/03/2012,02:30,210.4,215.125,35.1253,35.6773,11.2633,12.8747,0.0,0.65,0.118667,0.0,0.0,0.0,-3.512,38.7893,6.0,21.292
1692,31/03/2012,02:45,208.96,214.517,35.1147,35.6707,11.7847,13.1027,0.0,0.694,0.0,0.0,0.0,0.0,-3.44667,38.4107,6.0,21.1627
1693,31/03/2012,03:00,208.0,212.907,35.2467,35.6453,11.4427,12.94,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,38.5307,6.0,21.056
1694,31/03/2012,03:15,207.467,213.205,35.332,35.64,11.426,13.54,0.0,0.65,0.0,0.0,0.0,0.0,-3.708,38.912,6.0,20.9547
1695,31/03/2012,03:30,206.997,212.64,35.4347,35.656,11.6053,13.0213,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,39.3627,6.0,20.852
1696,31/03/2012,03:45,206.709,212.341,35.5,35.68,11.6053,12.7607,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,39.9493,6.0,20.7307
1697,31/03/2012,04:00,207.349,213.899,35.4427,35.7827,11.5887,13.7853,0.0,0.65,0.233333,0.0,0.0,0.0,-3.44667,40.1267,6.0,20.624
1698,31/03/2012,04:15,207.093,213.568,35.4493,35.86,11.6053,13.3467,0.0,0.65,0.455333,0.0,0.0,0.0,-3.57733,40.572,6.0,20.4853
1699,31/03/2012,04:30,207.776,213.643,35.5147,35.936,11.3613,12.842,0.0,0.65,0.0,0.0,0.0,0.0,-3.57733,40.7053,6.0,20.388
1700,31/03/2012,04:45,207.691,213.909,35.576,35.96,11.6867,13.2473,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,41.6107,6.0,20.2633
1701,31/03/2012,05:00,208.309,214.144,35.544,35.996,11.524,13.1027,0.0,0.65,0.036,0.0,0.0,0.0,-3.44667,41.76,6.0,20.1227
1702,31/03/2012,05:15,208.48,214.357,35.5253,36.04,11.5887,13.1027,0.0,1.486,0.0,0.0,0.0,0.0,-3.708,41.1627,6.0,19.9987
1703,31/03/2012,05:30,207.755,213.728,35.488,36.08,11.6053,12.8587,0.0,19.4047,0.0,0.0,0.0,0.0,-3.512,40.9187,6.0,19.9113
1704,31/03/2012,05:45,208.32,213.675,35.46,36.1253,11.524,14.24,0.0,465.816,0.0,0.0,0.0,0.0,-1.83133,40.8387,6.0,19.7933
1705,31/03/2012,06:00,208.096,215.125,35.384,36.1333,11.524,16.684,0.0,613.12,0.0,0.0,2107.39,430.08,5.908,40.5027,6.0,19.686
1706,31/03/2012,06:15,207.531,214.24,35.324,36.12,18.4173,22.964,0.0,613.632,0.0,2179.07,7955.46,2989.06,27.96,40.3747,6.0,19.59
1707,31/03/2012,06:30,207.84,214.112,35.252,36.088,20.6433,24.268,0.0,615.253,0.0,7469.06,38383.6,9689.43,83.136,40.324,6.0,19.508
1708,31/03/2012,06:45,207.851,213.707,35.24,36.056,20.84,23.5213,0.0,616.64,0.0,7203.84,32448.5,10672.1,99.5573,40.9,6.0,19.44
1709,31/03/2012,07:00,208.021,214.229,35.2133,36.044,21.0033,23.44,0.0,617.323,0.0,9726.98,43860.0,17178.6,154.155,40.5973,6.0,19.36
1710,31/03/2012,07:15,207.723,214.283,35.156,35.9813,21.1487,28.2627,0.0,618.816,0.0,12512.6,59850.8,26326.4,229.44,40.1653,6.0,19.34
1711,31/03/2012,07:30,207.915,214.261,35.048,35.892,21.084,32.6547,0.0,619.925,0.2,12920.1,64383.7,31935.1,271.168,39.2213,6.0,19.304
1712,31/03/2012,07:45,208.064,214.187,35.012,35.7573,20.904,33.3547,0.0,620.48,0.153333,11330.6,55162.2,31217.0,258.827,38.6587,6.0,19.28
1713,31/03/2012,08:00,208.277,213.536,35.0213,35.6213,21.0667,41.396,0.0,620.267,0.554,11933.4,56819.7,36289.2,290.005,38.444,6.0,19.328
1714,31/03/2012,08:15,208.213,211.424,34.9253,35.4493,30.5893,63.2533,0.0,621.461,0.320667,15430.3,74096.6,52901.2,396.736,38.1693,6.0,19.3827
1715,31/03/2012,08:30,208.523,212.075,34.7907,35.2627,32.508,82.832,0.0,622.357,0.625333,16512.3,75502.9,60730.0,442.965,38.1493,6.0,19.4907
1716,31/03/2012,08:45,208.139,212.117,34.7653,35.056,41.516,86.08,0.0,622.101,1.464,16885.1,74997.8,65945.6,480.533,38.724,6.0,19.64
1717,31/03/2012,09:00,208.448,211.979,34.8227,34.8533,42.7373,112.581,0.0,622.571,0.602,17215.5,79077.4,72775.0,537.6,38.7853,6.0,19.7867
1718,31/03/2012,09:15,208.437,212.288,34.7693,34.6427,48.7653,112.571,0.0,623.339,0.544667,16970.4,77157.7,76901.0,575.488,38.676,6.0,19.9727
1719,31/03/2012,09:30,208.544,212.661,34.708,34.46,51.5013,114.128,0.0,623.211,1.29333,16533.5,73932.8,80019.5,609.323,38.4733,6.0,20.216
1720,31/03/2012,09:45,208.683,212.885,34.6013,34.2867,51.24,125.664,0.0,623.637,1.4,17272.1,72119.6,87408.6,668.672,38.0707,6.0,20.482
1721,31/03/2012,10:00,208.971,212.747,34.5547,34.192,51.504,116.752,0.0,623.637,1.26267,17179.3,61158.7,85002.9,656.341,37.5387,6.0,20.7227
1722,31/03/2012,10:15,208.843,213.568,34.5613,34.14,45.7013,102.992,0.0,622.656,1.204,15538.2,43317.9,67018.8,551.403,36.96,6.0,20.9667
1723,31/03/2012,10:30,209.579,213.547,34.48,34.116,51.224,112.645,0.0,622.699,1.15867,17065.3,41144.3,74287.8,652.8,36.6867,6.0,21.196
1724,31/03/2012,10:45,210.069,213.888,34.4427,34.1,45.7187,105.488,0.0,622.613,1.616,15874.7,31102.3,62409.4,587.371,36.2547,6.0,21.4693
1725,31/03/2012,11:00,209.76,213.557,34.4413,34.076,61.248,123.92,0.0,622.656,0.808,15781.9,29037.9,73108.1,688.448,35.9093,6.0,21.744
1726,31/03/2012,11:15,210.421,213.643,34.6507,34.0267,77.424,140.107,0.0,623.68,1.164,15910.2,26565.3,85265.1,778.155,35.6787,6.0,22.0347
1727,31/03/2012,11:30,211.2,213.344,34.7773,33.92,82.8267,141.296,0.0,624.533,1.786,17366.4,24978.8,93659.1,874.539,34.8133,6.0,22.3453
1728,31/03/2012,11:45,211.627,213.355,34.944,33.9173,73.5173,128.187,0.0,623.509,2.19867,19279.2,21472.6,81597.8,745.045,34.2093,6.0,22.62
1729,31/03/2012,12:00,212.224,213.088,35.3133,33.9013,39.6867,76.9653,0.0,621.803,2.312,20167.3,18963.1,47465.8,490.24,33.5853,6.0,22.832
1730,31/03/2012,12:15,211.264,211.808,35.5627,33.7693,31.9067,55.1013,0.0,620.181,3.17667,22670.0,18059.9,35303.4,425.472,33.596,6.0,23.02
1731,31/03/2012,12:30,211.755,211.936,35.9653,33.9827,35.6973,66.408,0.0,619.755,2.38067,25597.3,19765.9,37004.6,460.757,34.8453,6.0,23.184
1732,31/03/2012,12:45,210.891,211.829,36.244,34.2587,42.3347,89.6,0.0,620.011,2.16933,28201.0,20265.6,40610.5,520.768,35.0507,6.0,23.3333
1733,31/03/2012,13:00,211.029,211.648,36.3387,34.3893,27.7407,55.12,0.0,619.584,2.17133,25037.5,16964.3,27870.5,381.739,34.896,6.0,23.436
1734,31/03/2012,13:15,210.112,210.667,36.36,34.5053,20.644,46.4853,0.0,619.072,1.76933,22529.4,15035.1,24386.2,318.773,34.5467,6.0,23.54
1735,31/03/2012,13:30,208.363,210.677,35.7573,34.3373,20.8233,43.7147,0.0,618.475,2.196,20869.1,14641.2,21099.9,285.984,34.4387,6.0,23.584
1736,31/03/2012,13:45,208.213,210.539,35.96,34.4973,20.724,42.96,0.0,617.92,2.17733,18632.7,14054.1,18804.7,252.192,35.484,6.0,23.588
1737,31/03/2012,14:00,207.691,210.133,35.5973,34.6613,20.9047,42.368,0.0,617.92,1.68867,17801.9,15022.8,18935.1,273.376,37.416,6.0,23.64
1738,31/03/2012,14:15,207.712,210.731,35.7493,34.928,20.8407,45.456,0.0,617.92,1.72067,20647.3,15816.7,20226.0,304.501,38.8747,6.0,23.692
1739,31/03/2012,14:30,207.68,210.976,36.0973,35.0173,20.7427,42.96,0.0,617.92,2.23533,19264.9,16133.5,17322.7,286.101,39.764,6.0,23.696
1740,31/03/2012,14:45,206.432,211.029,36.5107,35.2453,20.84,42.96,0.0,617.792,1.942,15323.1,14957.2,15372.3,261.312,40.62,6.0,23.7187
1741,31/03/2012,15:00,206.037,210.699,36.6787,35.4947,21.0827,42.9387,0.0,617.792,0.922,16799.1,13099.7,15515.6,255.872,40.0693,6.0,23.74
1742,31/03/2012,15:15,205.941,210.368,36.5333,35.6053,20.922,42.96,0.0,617.92,1.374,16698.7,13108.6,14175.6,244.512,37.776,6.0,23.7267
1743,31/03/2012,15:30,205.323,208.992,36.2547,35.6107,20.9207,32.9653,0.0,617.536,1.74067,12355.2,11273.6,11108.7,193.739,37.5987,6.0,23.74
1744,31/03/2012,15:45,205.269,209.248,36.1653,35.624,20.6433,29.16,0.0,617.28,1.57067,9891.84,10048.5,9640.96,168.789,39.604,6.0,23.74
1745,31/03/2012,16:00,203.84,209.056,36.4933,35.76,20.742,22.9467,0.0,616.853,0.951333,7762.94,8479.74,7891.97,135.141,39.8213,6.0,23.6947
1746,31/03/2012,16:15,204.256,208.725,36.4787,35.9507,20.7253,23.404,0.0,616.683,1.216,6745.09,7598.08,7096.32,120.528,40.0787,6.0,23.672
1747,31/03/2012,16:30,204.363,208.288,36.6733,36.0973,20.6433,23.0627,0.0,616.64,1.37133,5705.73,6042.62,5677.06,92.3253,40.72,6.0,23.6
1748,31/03/2012,16:45,203.84,208.064,36.872,36.18,21.0193,23.2893,0.0,616.64,0.56,5110.78,4824.06,5440.51,74.288,40.9187,6.0,23.564
1749,31/03/2012,17:00,203.467,208.992,36.7787,36.316,20.8227,23.2427,0.0,616.341,0.510667,4910.08,4393.98,5225.47,70.5387,40.06,6.0,23.508
1750,31/03/2012,17:15,202.741,208.448,36.4813,36.384,20.7427,23.1267,0.0,616.213,0.194,4085.76,3820.54,4458.5,54.816,39.5973,6.0,23.464
1751,31/03/2012,17:30,202.891,207.637,36.516,36.408,20.9207,23.2427,0.0,616.0,0.455333,3562.5,2652.16,3727.36,37.752,40.3653,6.0,23.38
1752,31/03/2012,17:45,202.379,207.616,36.624,36.4747,20.464,22.7027,0.0,616.0,0.854667,3082.24,1949.7,2766.85,30.28,40.528,6.0,23.332
1753,31/03/2012,18:00,202.325,207.68,36.7027,36.5613,15.0993,23.1613,0.0,615.573,0.29,1999.87,1139.71,1627.14,18.2627,41.1027,6.0,23.2667
1754,31/03/2012,18:15,202.336,208.32,36.8747,36.6827,11.2467,14.9907,0.0,615.36,0.16,401.408,0.0,143.36,4.86533,41.4667,6.0,23.2
1755,31/03/2012,18:30,202.507,208.544,37.0053,36.7507,11.3113,12.94,0.0,598.101,0.394667,0.0,0.0,0.0,-2.49667,41.984,6.0,23.124
